delivery_id,distance_km,package_weight_kg,vehicle_type,traffic_level,weather_condition,driver_experience_years,delivery_hour,delivery_time_minutes,delay_status,delayed,is_peak_hour,heavy_package,distance_category,driver_experience_level
DLV882,21.0,18,Truck,Low,Stormy,2,6,96.0,1,1,0,0,Long,Intermediate
DLV883,16.0,20,Truck,Medium,Rainy,3,6,87.5,1,0,0,0,Medium,Intermediate
DLV884,22.0,7,Truck,Medium,Rainy,3,21,81.5,1,0,0,0,Long,Intermediate
DLV885,21.0,3,Bike,Medium,Stormy,2,17,106.0,1,1,1,0,Long,Intermediate
DLV886,11.0,12,Truck,Medium,Foggy,9,13,61.5,0,0,0,0,Medium,Experienced
DLV887,28.0,3,Van,Low,Rainy,7,21,69.5,0,0,0,0,Long,Experienced
DLV888,5.0,20,Truck,High,Rainy,7,6,68.5,0,0,0,0,Short,Experienced
DLV889,4.0,14,Van,Medium,Rainy,0,9,61.0,0,0,1,0,Short,Beginner
DLV890,3.0,15,Bike,Low,Foggy,6,15,39.0,0,0,0,0,Short,Experienced
DLV891,19.0,14,Van,Medium,Foggy,10,16,95.0,1,1,1,0,Medium,Experienced
DLV892,20.0,7,Van,Low,Stormy,1,22,85.5,1,0,0,0,Medium,Beginner
DLV893,25.0,17,Van,Low,Foggy,0,12,101.0,1,1,0,0,Long,Beginner
DLV894,18.0,12,Bike,Low,Foggy,2,17,87.0,1,0,1,0,Medium,Intermediate
DLV895,15.0,20,Truck,High,Clear,3,12,86.5,1,0,0,0,Medium,Intermediate
DLV896,9.0,4,Truck,Low,Stormy,5,17,67.5,0,0,1,0,Medium,Intermediate
DLV897,17.0,9,Bike,Low,Rainy,9,20,51.5,0,0,0,0,Medium,Experienced
DLV898,14.0,6,Van,High,Foggy,4,7,100.0,1,1,1,0,Medium,Intermediate
DLV899,15.0,16,Truck,High,Rainy,3,19,89.5,1,0,0,0,Medium,Intermediate
DLV900,1.0,2,Bike,Low,Rainy,7,18,38.5,0,0,1,0,Short,Experienced
DLV901,21.0,8,Truck,High,Clear,10,9,70.0,0,0,1,0,Long,Experienced
DLV902,22.0,11,Bike,Medium,Foggy,3,19,90.5,1,1,0,0,Long,Intermediate
DLV903,22.0,13,Van,Medium,Stormy,9,19,97.5,1,1,0,0,Long,Experienced
DLV904,3.0,17,Truck,High,Foggy,1,21,81.5,1,0,0,0,Short,Beginner
DLV905,16.0,8,Bike,High,Rainy,2,12,92.0,1,1,0,0,Medium,Intermediate
DLV906,23.0,18,Truck,Low,Stormy,5,7,106.5,1,1,1,0,Long,Intermediate
DLV907,25.0,18,Truck,High,Foggy,7,15,111.5,1,1,0,0,Long,Experienced
DLV908,11.0,14,Truck,Low,Rainy,7,22,51.5,0,0,0,0,Medium,Experienced
DLV909,12.0,15,Truck,Medium,Rainy,10,10,59.0,0,0,0,0,Medium,Experienced
DLV910,10.0,6,Bike,High,Clear,8,17,65.0,0,0,1,0,Medium,Experienced
DLV911,16.0,11,Van,Low,Clear,6,11,54.0,0,0,0,0,Medium,Experienced
DLV912,8.0,13,Bike,Low,Clear,1,14,40.5,0,0,0,0,Medium,Beginner
DLV913,6.0,1,Bike,Medium,Rainy,7,6,42.5,0,0,0,0,Medium,Experienced
DLV914,12.0,6,Bike,High,Foggy,6,20,72.0,1,0,0,0,Medium,Experienced
DLV915,24.0,9,Van,Medium,Clear,7,11,76.5,1,0,0,0,Long,Experienced
DLV916,28.0,8,Truck,Low,Foggy,2,11,86.0,1,0,0,0,Long,Intermediate
DLV917,21.0,11,Truck,Low,Clear,6,18,71.0,1,0,1,0,Long,Experienced
DLV918,8.0,19,Truck,High,Stormy,9,6,83.5,1,0,0,0,Medium,Experienced
DLV919,26.0,9,Van,Low,Stormy,8,18,105.0,1,1,1,0,Long,Experienced
DLV920,28.0,17,Truck,High,Clear,2,12,105.0,1,1,0,0,Long,Intermediate
DLV921,4.0,12,Van,Medium,Rainy,9,20,44.5,0,0,0,0,Short,Experienced
DLV922,26.0,14,Truck,High,Clear,5,17,118.5,1,1,1,0,Long,Intermediate
DLV923,8.0,15,Truck,High,Clear,1,6,69.5,0,0,0,0,Medium,Beginner
DLV924,26.0,16,Bike,Low,Rainy,1,20,89.5,1,0,0,0,Long,Beginner
DLV925,28.0,20,Van,Low,Stormy,4,9,107.0,1,1,1,0,Long,Intermediate
DLV926,18.0,1,Bike,High,Foggy,4,18,98.0,1,1,1,0,Medium,Intermediate
DLV927,28.0,10,Bike,Low,Clear,6,10,68.0,0,0,0,0,Long,Experienced
DLV928,28.0,8,Bike,Low,Rainy,1,7,98.5,1,1,1,0,Long,Beginner
DLV929,5.0,18,Van,Low,Clear,10,6,32.0,0,0,0,0,Short,Experienced
DLV930,9.0,1,Van,High,Rainy,6,21,59.0,0,0,0,0,Medium,Experienced
DLV931,4.0,2,Truck,Low,Foggy,4,11,37.0,0,0,0,0,Short,Intermediate
DLV932,27.0,1,Bike,High,Foggy,5,21,98.5,1,1,0,0,Long,Intermediate
DLV933,22.0,1,Truck,Low,Stormy,7,19,70.5,1,0,0,0,Long,Experienced
DLV934,17.0,9,Bike,Medium,Rainy,9,8,79.5,1,0,1,0,Medium,Experienced
DLV935,9.0,13,Van,Low,Rainy,3,20,55.5,0,0,0,0,Medium,Intermediate
DLV936,1.0,1,Van,Low,Stormy,6,8,45.0,0,0,1,0,Short,Experienced
DLV937,21.0,13,Van,High,Stormy,5,7,125.5,1,1,1,0,Long,Intermediate
DLV938,20.0,20,Bike,High,Rainy,9,6,96.5,1,1,0,0,Medium,Experienced
DLV939,13.0,7,Van,Low,Stormy,1,14,70.5,1,0,0,0,Medium,Beginner
DLV940,28.0,2,Bike,Medium,Foggy,7,14,82.5,1,0,0,0,Long,Experienced
DLV941,16.0,6,Truck,Low,Clear,9,12,39.5,0,0,0,0,Medium,Experienced
DLV942,29.0,7,Bike,Low,Foggy,8,8,93.0,1,1,1,0,Long,Experienced
DLV943,13.0,14,Truck,Medium,Stormy,4,16,96.0,1,1,1,0,Medium,Intermediate
DLV944,14.0,18,Bike,High,Rainy,9,12,86.5,1,0,0,0,Medium,Experienced
DLV945,3.0,15,Truck,Low,Rainy,3,14,40.5,0,0,0,0,Short,Intermediate
DLV946,29.0,2,Van,High,Foggy,5,6,111.5,1,1,0,0,Long,Intermediate
DLV947,6.0,10,Truck,High,Rainy,7,19,60.5,0,0,0,0,Medium,Experienced
DLV948,18.0,12,Van,Medium,Stormy,10,11,87.0,1,0,0,0,Medium,Experienced
DLV949,19.0,17,Van,Medium,Foggy,2,12,92.0,1,1,0,0,Medium,Intermediate
DLV950,5.0,8,Truck,High,Rainy,9,15,58.5,0,0,0,0,Short,Experienced
DLV951,15.0,11,Bike,Low,Clear,10,12,43.0,0,0,0,0,Medium,Experienced
DLV952,25.0,3,Bike,High,Clear,10,7,92.0,1,1,1,0,Long,Experienced
DLV953,2.0,6,Bike,Low,Stormy,0,9,55.0,0,0,1,0,Short,Beginner
DLV954,10.0,9,Bike,Low,Rainy,3,22,44.5,0,0,0,0,Medium,Intermediate
DLV955,24.0,6,Bike,Medium,Stormy,3,6,98.5,1,1,0,0,Long,Intermediate
DLV956,30.0,9,Van,Low,Foggy,0,15,96.0,1,1,0,0,Long,Beginner
DLV957,18.0,7,Bike,Low,Clear,8,20,44.0,0,0,0,0,Medium,Experienced
DLV958,27.0,9,Van,High,Foggy,2,15,117.0,1,1,0,0,Long,Intermediate
DLV959,13.0,18,Van,Medium,Rainy,4,17,89.0,1,0,1,0,Medium,Intermediate
DLV960,5.0,12,Van,Low,Stormy,5,21,59.5,0,0,0,0,Short,Intermediate
DLV961,23.0,8,Truck,Low,Stormy,7,14,82.5,1,0,0,0,Long,Experienced
DLV962,24.0,8,Truck,Medium,Stormy,5,20,94.5,1,1,0,0,Long,Intermediate
DLV963,1.0,18,Van,High,Foggy,2,22,72.0,1,0,0,0,Short,Intermediate
DLV964,22.0,20,Truck,Medium,Clear,5,19,86.5,1,0,0,0,Long,Intermediate
DLV965,1.0,15,Bike,Medium,Foggy,0,7,72.0,1,0,1,0,Short,Beginner
DLV966,18.0,7,Bike,Low,Foggy,3,9,72.5,1,0,1,0,Medium,Intermediate
DLV967,15.0,11,Van,Low,Rainy,5,12,62.5,0,0,0,0,Medium,Intermediate
DLV968,17.0,20,Bike,High,Rainy,6,18,115.0,1,1,1,0,Medium,Experienced
DLV969,11.0,16,Van,Low,Rainy,10,20,48.0,0,0,0,0,Medium,Experienced
DLV970,21.0,4,Van,Low,Clear,10,6,49.0,0,0,0,0,Long,Experienced
DLV971,26.0,6,Bike,Medium,Clear,9,16,89.5,1,0,1,0,Long,Experienced
DLV972,25.0,3,Truck,Low,Rainy,2,15,77.0,1,0,0,0,Long,Intermediate
DLV973,22.0,9,Bike,High,Rainy,8,10,93.0,1,1,0,0,Long,Experienced
DLV974,27.0,10,Bike,Medium,Clear,6,21,75.0,1,0,0,0,Long,Experienced
DLV975,27.0,14,Van,High,Stormy,0,16,147.0,1,1,1,0,Long,Beginner
DLV976,17.0,11,Van,Medium,Clear,1,11,69.5,0,0,0,0,Medium,Beginner
DLV977,13.0,18,Van,Low,Clear,0,14,59.0,0,0,0,0,Medium,Beginner
DLV978,1.0,12,Van,Medium,Clear,10,18,38.0,0,0,1,0,Short,Experienced
DLV979,2.0,12,Truck,Medium,Rainy,8,13,41.0,0,0,0,0,Short,Experienced
DLV980,9.0,13,Truck,Low,Stormy,8,19,56.0,0,0,0,0,Medium,Experienced
DLV981,3.0,13,Truck,Low,Clear,6,6,25.0,0,0,0,0,Short,Experienced
DLV982,1.0,19,Van,High,Rainy,9,22,56.5,0,0,0,0,Short,Experienced
DLV983,21.0,19,Van,High,Foggy,2,10,115.0,1,1,0,0,Long,Intermediate
DLV984,16.0,14,Van,Low,Foggy,4,7,83.0,1,0,1,0,Medium,Intermediate
DLV985,23.0,4,Truck,Low,Clear,3,14,62.5,0,0,0,0,Long,Intermediate
DLV986,6.0,13,Van,Low,Foggy,6,9,50.0,0,0,1,0,Medium,Experienced
DLV987,28.0,8,Bike,Medium,Stormy,8,22,98.0,1,1,0,0,Long,Experienced
DLV988,17.0,19,Bike,Medium,Foggy,1,22,94.5,1,1,0,0,Medium,Beginner
DLV989,5.0,12,Van,Medium,Foggy,7,21,54.5,0,0,0,0,Short,Experienced
DLV990,5.0,18,Bike,Low,Stormy,8,13,60.0,0,0,0,0,Short,Experienced
DLV991,6.0,6,Bike,High,Clear,9,16,63.5,0,0,1,0,Medium,Experienced
DLV992,3.0,18,Truck,Low,Clear,9,15,25.5,0,0,0,0,Short,Experienced
DLV993,21.0,19,Van,Medium,Stormy,8,18,112.0,1,1,1,0,Long,Experienced
DLV994,23.0,5,Van,Medium,Stormy,9,22,85.5,1,0,0,0,Long,Experienced
DLV995,5.0,9,Truck,Low,Stormy,6,15,50.0,0,0,0,0,Short,Experienced
DLV996,21.0,3,Bike,Low,Foggy,8,21,62.0,0,0,0,0,Long,Experienced
DLV997,5.0,10,Bike,Medium,Stormy,8,10,58.0,0,0,0,0,Short,Experienced
DLV998,10.0,19,Van,Medium,Rainy,2,18,87.0,1,0,1,0,Medium,Intermediate
DLV999,10.0,3,Bike,Medium,Foggy,3,22,59.5,0,0,0,0,Medium,Intermediate
DLV1000,19.0,15,Truck,Low,Clear,1,14,69.5,0,0,0,0,Medium,Beginner
DLV11,19.0,17,Van,Medium,Rainy,0,16,104.0,1,1,1,0,Medium,Beginner
